Art,Sort,Kg.,Gnms. pris,Max,dato,auktion
Havtaske u/h,"5,0",22 kg.,"64,90 Kr.","64,90 Kr.",30-11-2020,Thyborøn
Helleflynder,"1,0",65 kg.,"88,05 Kr.","91,80 Kr.",30-11-2020,Thyborøn
Helleflynder,"3,0",21 kg.,"94,14 Kr.","94,90 Kr.",30-11-2020,Thyborøn
Helleflynder,"5,0",17 kg.,"75,49 Kr.","79,70 Kr.",30-11-2020,Thyborøn
Hvilling,"2,0",531 kg.,"10,03 Kr.","11,53 Kr.",30-11-2020,Thyborøn
Hvilling,"3,0",413 kg.,"4,42 Kr.","5,59 Kr.",30-11-2020,Thyborøn
Ising,"1,0",3.278 kg.,"14,65 Kr.","15,84 Kr.",30-11-2020,Thyborøn
Ising,"2,0",3.609 kg.,"11,39 Kr.","12,69 Kr.",30-11-2020,Thyborøn
Ising,"6,0",3 kg.,"2,30 Kr.","2,30 Kr.",30-11-2020,Thyborøn
Jomfruhummer,"9,0",119 kg.,"47,42 Kr.","65,20 Kr.",30-11-2020,Thyborøn
Knurhaner,"1,0",4 kg.,"28,55 Kr.","30,50 Kr.",30-11-2020,Thyborøn
Knurhaner,"2,0",16 kg.,"21,65 Kr.","21,90 Kr.",30-11-2020,Thyborøn
Knurhaner,"3,0",36 kg.,"2,92 Kr.","3,00 Kr.",30-11-2020,Thyborøn
Knurhaner,"9,0",20 kg.,"5,74 Kr.","11,10 Kr.",30-11-2020,Thyborøn
Krabbeklør,"1,0",385 kg.,"47,42 Kr.","52,10 Kr.",30-11-2020,Thyborøn
Krabbeklør,"2,0",339 kg.,"21,00 Kr.","35,50 Kr.",30-11-2020,Thyborøn
Krabbeklør,"3,0",14 kg.,"1,34 Kr.","1,60 Kr.",30-11-2020,Thyborøn
Krabbeklør,"9,0",29 kg.,"20,04 Kr.","20,80 Kr.",30-11-2020,Thyborøn
Kuller,"1,0",565 kg.,"26,32 Kr.","27,80 Kr.",30-11-2020,Thyborøn
Kuller,"2,0",1.618 kg.,"16,51 Kr.","19,00 Kr.",30-11-2020,Thyborøn
Kuller,"3,0",1.795 kg.,"7,13 Kr.","10,20 Kr.",30-11-2020,Thyborøn
Kuller,"4,0",200 kg.,"3,01 Kr.","3,50 Kr.",30-11-2020,Thyborøn
Kuller,"9,0",5 kg.,"12,50 Kr.","12,50 Kr.",30-11-2020,Thyborøn
Kulmule,"0,0",1.052 kg.,"72,98 Kr.","79,75 Kr.",30-11-2020,Thyborøn
Kulmule,"1,0",1.750 kg.,"49,67 Kr.","52,75 Kr.",30-11-2020,Thyborøn
Kulmule,"2,0",4.981 kg.,"39,10 Kr.","41,18 Kr.",30-11-2020,Thyborøn
Kulmule,"3,0",2.185 kg.,"23,39 Kr.","24,79 Kr.",30-11-2020,Thyborøn
Kulmule,"4,0",21 kg.,"12,50 Kr.","13,60 Kr.",30-11-2020,Thyborøn
Kulmule,"9,0",177 kg.,"13,25 Kr.","18,20 Kr.",30-11-2020,Thyborøn
Langer,"1,0",246 kg.,"24,69 Kr.","25,60 Kr.",30-11-2020,Thyborøn
Langer,"2,0",159 kg.,"23,54 Kr.","25,70 Kr.",30-11-2020,Thyborøn
Langer,"3,0",896 kg.,"13,96 Kr.","19,60 Kr.",30-11-2020,Thyborøn
Lyssej,"1,0",16 kg.,"29,80 Kr.","29,80 Kr.",30-11-2020,Thyborøn
Lyssej,"2,0",223 kg.,"29,48 Kr.","32,70 Kr.",30-11-2020,Thyborøn
Lyssej,"3,0",240 kg.,"26,11 Kr.","29,20 Kr.",30-11-2020,Thyborøn
Lyssej,"4,0",188 kg.,"20,81 Kr.","23,70 Kr.",30-11-2020,Thyborøn
Lyssej,"9,0",4 kg.,"13,00 Kr.","13,00 Kr.",30-11-2020,Thyborøn
Mørksej,"1,0",485 kg.,"15,22 Kr.","19,09 Kr.",30-11-2020,Thyborøn
Mørksej,"2,0",711 kg.,"14,27 Kr.","19,80 Kr.",30-11-2020,Thyborøn
Mørksej,"3,0",3.313 kg.,"14,33 Kr.","16,49 Kr.",30-11-2020,Thyborøn
Mørksej,"4,0",7.910 kg.,"13,17 Kr.","13,82 Kr.",30-11-2020,Thyborøn
Pighaj,"2,0",13 kg.,"12,00 Kr.","12,00 Kr.",30-11-2020,Thyborøn
Pighvar,"0,0",56 kg.,"131,10 Kr.","140,10 Kr.",30-11-2020,Thyborøn
Pighvar,"1,0",80 kg.,"135,72 Kr.","145,50 Kr.",30-11-2020,Thyborøn
Pighvar,"2,0",62 kg.,"115,60 Kr.","127,50 Kr.",30-11-2020,Thyborøn
Pighvar,"3,0",218 kg.,"89,95 Kr.","107,80 Kr.",30-11-2020,Thyborøn
Pighvar,"4,0",480 kg.,"41,29 Kr.","50,30 Kr.",30-11-2020,Thyborøn
Pighvar,"9,0",40 kg.,"27,39 Kr.","28,70 Kr.",30-11-2020,Thyborøn
Rød mulle,"9,0",13 kg.,"39,53 Kr.","39,60 Kr.",30-11-2020,Thyborøn
Rødspætter,"0,0",137 kg.,"31,42 Kr.","31,61 Kr.",30-11-2020,Thyborøn
Rødspætter,"1,0",2.236 kg.,"28,89 Kr.","30,87 Kr.",30-11-2020,Thyborøn
Rødspætter,"2,0",3.836 kg.,"28,35 Kr.","32,05 Kr.",30-11-2020,Thyborøn
Rødspætter,"3,0",6.061 kg.,"18,86 Kr.","21,29 Kr.",30-11-2020,Thyborøn
Rødspætter,"4,0",14.153 kg.,"14,56 Kr.","15,20 Kr.",30-11-2020,Thyborøn
Rødspætter Discard,"9,0",30 kg.,"0,10 Kr.","0,10 Kr.",30-11-2020,Thyborøn
Rødtunger,"1,0",87 kg.,"69,62 Kr.","73,80 Kr.",30-11-2020,Thyborøn
Rødtunger,"2,0",1.117 kg.,"60,12 Kr.","67,50 Kr.",30-11-2020,Thyborøn
Rødtunger,"3,0",2.446 kg.,"24,51 Kr.","25,38 Kr.",30-11-2020,Thyborøn
Rødtunger,"9,0",8 kg.,"31,95 Kr.","38,70 Kr.",30-11-2020,Thyborøn
Sankt Peters fisk,"9,0",11 kg.,"44,02 Kr.","48,00 Kr.",30-11-2020,Thyborøn
Skægtorsk,"6,0",15 kg.,"3,20 Kr.","3,20 Kr.",30-11-2020,Thyborøn
Skælbrosme,"9,0",54 kg.,"16,00 Kr.","20,50 Kr.",30-11-2020,Thyborøn
Skærising,"1,0",151 kg.,"39,96 Kr.","40,50 Kr.",30-11-2020,Thyborøn
Skærising,"2,0",852 kg.,"27,70 Kr.","41,60 Kr.",30-11-2020,Thyborøn
Skærising,"3,0",285 kg.,"10,73 Kr.","11,49 Kr.",30-11-2020,Thyborøn
Skærising,"9,0",3 kg.,"10,50 Kr.","10,50 Kr.",30-11-2020,Thyborøn
Slethvar,"0,0",42 kg.,"64,51 Kr.","79,60 Kr.",30-11-2020,Thyborøn
Slethvar,"1,0",195 kg.,"51,65 Kr.","62,20 Kr.",30-11-2020,Thyborøn
Slethvar,"2,0",448 kg.,"27,49 Kr.","35,00 Kr.",30-11-2020,Thyborøn
Slethvar,"9,0",9 kg.,"23,20 Kr.","23,20 Kr.",30-11-2020,Thyborøn
Småplettet rokke,"9,0",81 kg.,"3,51 Kr.","4,50 Kr.",30-11-2020,Thyborøn
Storplettet Rokke,"9,0",100 kg.,"4,70 Kr.","6,60 Kr.",30-11-2020,Thyborøn
Sømrokke,"9,0",76 kg.,"1,64 Kr.","2,00 Kr.",30-11-2020,Thyborøn
Taskekrabber,"9,0",101 kg.,"4,02 Kr.","6,98 Kr.",30-11-2020,Thyborøn
Torsk,"0,0",253 kg.,"37,98 Kr.","39,77 Kr.",30-11-2020,Thyborøn
Torsk,"1,0",635 kg.,"41,82 Kr.","44,60 Kr.",30-11-2020,Thyborøn
Torsk,"2,0",2.147 kg.,"35,79 Kr.","42,90 Kr.",30-11-2020,Thyborøn
Torsk,"3,0",3.745 kg.,"26,33 Kr.","34,00 Kr.",30-11-2020,Thyborøn
Torsk,"4,0",6.500 kg.,"21,42 Kr.","26,00 Kr.",30-11-2020,Thyborøn
Torsk,"5,0",4.701 kg.,"16,55 Kr.","22,64 Kr.",30-11-2020,Thyborøn
Torskerogn,"9,0",32 kg.,"76,70 Kr.","113,20 Kr.",30-11-2020,Thyborøn
Tunger,"1,0",362 kg.,"97,66 Kr.","111,90 Kr.",30-11-2020,Thyborøn
Tunger,"2,0",171 kg.,"84,82 Kr.","93,20 Kr.",30-11-2020,Thyborøn
Tunger,"3,0",125 kg.,"69,20 Kr.","71,00 Kr.",30-11-2020,Thyborøn
Tunger,"4,0",121 kg.,"43,54 Kr.","49,60 Kr.",30-11-2020,Thyborøn
Tunger,"5,0",141 kg.,"33,49 Kr.","34,70 Kr.",30-11-2020,Thyborøn
Tunger,"9,0",5 kg.,"82,60 Kr.","82,60 Kr.",30-11-2020,Thyborøn
